-2.537344e-03 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
7.358967e-04 -4.009414e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.010201e-03 1.707082e-04 -9.757392e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-2.107690e-04 6.816989e-05 -1.274492e-04 2.632712e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-3.070808e-04 2.842524e-04 6.404166e-04 5.633221e-05 3.575443e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.489400e-07 1.389646e-04 3.705569e-04 6.373413e-05 2.838645e-04 -2.360083e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.658022e-04 4.194571e-04 -5.631268e-04 -2.832585e-04 9.449181e-05 -2.909444e-05 5.456083e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.505469e-04 1.056578e-04 -2.114061e-05 -3.638429e-04 1.590993e-04 4.700226e-05 -2.934212e-04 4.471103e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan
1.261606e-05 2.678499e-04 -1.957747e-05 2.009221e-05 -1.316455e-04 5.118662e-05 -5.313220e-04 2.213887e-05 -6.204044e-04 nan nan nan nan nan nan nan nan nan nan nan nan
1.507486e-04 -4.759219e-06 -1.417315e-06 -1.288961e-05 1.463371e-04 -1.844406e-05 2.078895e-05 2.428142e-04 1.166522e-04 1.533445e-04 nan nan nan nan nan nan nan nan nan nan nan
-9.601586e-05 7.864962e-05 -1.456112e-04 -3.074883e-04 -2.667258e-04 7.984715e-06 -1.074976e-04 -6.785892e-05 1.496897e-04 -2.247540e-04 8.558847e-05 nan nan nan nan nan nan nan nan nan nan
-2.392051e-04 -1.845925e-04 -3.831608e-05 -3.082682e-05 -1.759829e-04 -3.221339e-04 -3.616488e-04 1.048744e-04 2.123193e-05 -8.358347e-05 -3.048332e-05 1.948615e-04 nan nan nan nan nan nan nan nan nan
2.492799e-04 3.455301e-04 3.150403e-04 3.090948e-05 -2.319445e-04 -1.326137e-04 -2.241794e-04 9.236015e-05 -2.776129e-04 -1.809966e-04 -1.758364e-04 -1.342897e-04 -4.193744e-05 nan nan nan nan nan nan nan nan
-5.011976e-05 1.813020e-04 1.287563e-06 -9.124494e-06 2.465846e-06 -8.858629e-05 -7.108384e-05 -1.170803e-04 -5.625740e-05 -1.065290e-04 -1.217753e-04 4.531505e-05 9.787119e-05 1.199702e-04 nan nan nan nan nan nan nan
-1.611265e-05 1.726866e-04 -1.757770e-04 -2.709367e-04 -2.367630e-05 9.979527e-05 -1.360437e-04 -1.489855e-04 -1.482213e-04 1.629432e-05 -5.236158e-06 -1.512743e-04 -8.425124e-05 -1.746944e-04 2.179585e-05 nan nan nan nan nan nan
1.080366e-04 2.156509e-04 5.212006e-05 8.936573e-05 2.702988e-05 -5.344373e-05 -2.268942e-06 -2.307553e-04 1.352010e-04 -1.692245e-04 -4.183423e-06 -3.133430e-05 9.587701e-05 5.747232e-05 1.335899e-04 -5.637244e-06 nan nan nan nan nan
-2.424559e-05 -3.970563e-04 7.379084e-05 4.970513e-05 -2.108238e-07 -5.217028e-05 -2.274524e-05 1.006349e-04 -1.570730e-04 2.115765e-04 -3.729040e-04 7.270221e-06 -6.601070e-07 -9.093770e-05 -1.243045e-05 -1.148452e-04 -2.997062e-04 nan nan nan nan
-1.520283e-05 -1.382138e-04 4.737218e-05 4.054501e-05 8.863642e-05 2.308255e-05 -4.566453e-05 1.424828e-04 1.940728e-04 -8.045849e-06 9.331883e-06 -8.356586e-05 1.584230e-04 -8.608017e-06 9.984158e-06 1.533901e-04 -6.898704e-06 1.371662e-04 nan nan nan
1.052100e-04 4.695433e-05 -1.713208e-04 1.243338e-04 -2.516420e-05 -1.037129e-05 2.726717e-05 -7.217994e-05 -1.545054e-05 1.075610e-05 3.482332e-05 -1.809664e-06 3.372144e-05 1.911882e-04 1.308517e-04 2.349045e-04 -1.477540e-04 6.527485e-05 2.325023e-04 nan nan
-1.391552e-04 6.731705e-05 -2.489149e-04 -7.500032e-05 -1.590915e-04 3.281308e-07 -4.154709e-05 9.144455e-05 1.749996e-04 1.228048e-04 -1.229408e-04 3.248433e-05 -1.545326e-04 1.712393e-04 1.188396e-04 -7.659419e-05 5.218543e-06 -2.602578e-05 7.954066e-05 2.099208e-05 nan
2.107439e-04 -6.660738e-05 -1.089040e-04 -2.639426e-05 -1.462512e-04 3.322916e-05 6.195846e-05 1.633429e-04 1.406677e-04 1.085683e-04 2.295401e-05 -8.872931e-05 -3.305327e-05 -2.901493e-04 1.229008e-04 7.564429e-05 -1.845563e-04 -2.215614e-04 -1.030812e-04 9.635817e-05 4.335841e-05
