0.000000e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 2.670787e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 9.349222e-05 6.882413e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 -3.138701e-04 -7.338222e-04 2.295693e-06 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 1.081995e-04 1.511478e-04 2.059566e-04 1.203906e-04 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 -1.579938e-04 4.813276e-06 2.032603e-04 -2.116069e-04 4.663623e-05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 -6.019238e-05 -1.566624e-04 1.030201e-04 -1.956340e-04 1.511861e-04 -1.839883e-05 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 5.567660e-05 -1.325853e-04 -1.395453e-04 1.019205e-04 1.164832e-04 -2.007717e-05 4.364410e-05 nan nan nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 -7.492242e-05 -7.114467e-05 -6.777481e-05 -5.409945e-05 6.385551e-05 8.391397e-05 2.365744e-04 -2.354472e-04 nan nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 -1.010832e-04 -3.037262e-04 1.900938e-07 5.394278e-05 6.450684e-05 1.716593e-04 2.172141e-05 1.128428e-04 -4.360077e-05 nan nan nan nan nan nan nan nan nan nan nan
0.000000e+00 1.296728e-04 -1.877314e-04 9.034538e-05 1.411950e-04 -1.520895e-04 -1.231224e-04 1.067056e-05 2.775164e-04 1.514122e-04 -1.756834e-04 nan nan nan nan nan nan nan nan nan nan
0.000000e+00 -1.934576e-05 1.801218e-04 -4.357057e-05 -4.337736e-06 -4.976951e-05 -4.189276e-05 1.080289e-04 6.758282e-05 1.701251e-04 4.600017e-05 -8.464975e-06 nan nan nan nan nan nan nan nan nan
0.000000e+00 -6.721014e-05 1.146774e-04 -1.272519e-04 7.323113e-05 1.646972e-05 -1.097567e-05 -5.902126e-05 4.999062e-05 6.012746e-05 1.109163e-04 -1.372879e-04 -2.603217e-04 nan nan nan nan nan nan nan nan
0.000000e+00 9.828316e-07 -1.887093e-04 -7.093762e-05 -1.120156e-04 2.681277e-05 -3.633009e-05 5.791811e-05 2.963000e-05 6.493253e-07 4.050655e-05 9.799384e-06 4.225612e-05 1.421221e-06 nan nan nan nan nan nan nan
0.000000e+00 4.850130e-05 4.168373e-05 3.695467e-05 8.191108e-05 1.018153e-04 -9.926860e-05 -1.230608e-04 9.155490e-05 1.006527e-04 -7.644320e-05 -9.581576e-05 -6.400975e-05 -2.065469e-04 8.104020e-05 nan nan nan nan nan nan
0.000000e+00 1.108582e-04 1.935719e-05 -1.279205e-04 9.298041e-05 1.312370e-04 1.755685e-04 -1.163988e-04 1.135109e-04 -1.898662e-04 -8.936003e-05 -1.068529e-04 6.660588e-05 -1.597872e-05 -1.101315e-05 9.391820e-05 nan nan nan nan nan
0.000000e+00 1.552991e-05 -9.003963e-05 1.744134e-06 5.942430e-05 -1.980055e-05 5.027261e-05 -2.641408e-05 -1.554897e-05 1.211344e-04 -5.854411e-05 4.666549e-06 1.413500e-04 -5.792233e-05 -2.454220e-04 8.689792e-05 1.145675e-04 nan nan nan nan
0.000000e+00 -9.188889e-05 6.304730e-05 -1.893349e-04 2.184292e-04 3.172959e-05 -2.422287e-04 4.204757e-05 4.328419e-05 -1.633607e-05 3.076382e-05 9.125247e-05 -6.177711e-06 -1.732870e-05 -9.741263e-05 2.958335e-06 -3.009223e-05 5.458451e-05 nan nan nan
0.000000e+00 1.654078e-05 -9.458024e-06 -5.166958e-05 2.244782e-05 -5.161783e-05 1.976042e-05 1.365681e-04 -4.947488e-05 6.523258e-05 1.795503e-05 -9.829755e-05 2.253997e-04 -3.421175e-05 8.728982e-05 -1.165184e-04 -7.240934e-05 -6.704068e-06 1.028668e-04 nan nan
0.000000e+00 -1.311199e-05 1.031530e-04 3.291296e-05 -3.189614e-04 4.421201e-05 -4.008274e-05 -8.769758e-05 -1.036417e-04 5.276986e-06 -3.520014e-05 -4.395523e-05 -1.958305e-04 3.599352e-05 9.158778e-08 -2.144908e-05 -4.613025e-05 1.103776e-04 -5.367130e-05 -8.224911e-05 nan
0.000000e+00 -5.584321e-05 -6.611582e-05 -6.984018e-05 -1.169124e-04 -6.452770e-05 -5.073904e-05 -9.635972e-05 6.292126e-07 -8.568976e-05 4.681896e-05 -5.949562e-05 6.762279e-06 -6.407627e-05 5.948873e-05 3.442166e-05 -1.421138e-05 -1.489399e-05 2.375491e-05 -8.694520e-05 8.761685e-05
